RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
666,96872,"20,146",61,3,1,252,28,"93,058","3,324",4,1,158,0
667,149877,"1,74,638",53,3,1,"4,584",31,"2,60,654","8,408",2,2,173,0
668,36086,"1,41,322",63,3,2,"1,413",35,"2,27,939","6,513",4,1,5,0
669,196776,"57,919",27,3,2,434,35,"1,56,538","4,473",3,1,140,0
670,118543,"1,24,400",32,3,2,933,35,"1,35,530","3,872",4,1,171,0
671,115875,"42,382",67,2,2,424,35,"1,12,548","3,216",1,5,195,0
672,137950,"1,60,964",35,2,2,"3,420",29,"1,70,982","5,896",1,5,103,0
673,139433,"1,96,950",50,2,2,"9,847",35,"3,07,734","8,792",1,4,120,0
674,64332,"1,81,311",58,2,1,"12,465",33,"1,92,595","5,836",4,6,113,0
675,125208,"1,80,153",37,2,2,"3,603",28,"1,96,271","7,010",2,5,19,0
676,96839,"41,097",27,1,2,"2,825",34,"99,783","2,935",3,6,175,0
677,92596,"1,90,528",62,3,2,"4,525",29,"2,76,128","9,522",3,2,56,0
678,183123,"92,242",30,2,2,"4,612",30,"97,983","3,266",1,4,98,0
679,144901,"1,22,083",57,1,2,"7,172",29,"2,03,472","7,016",2,5,111,0
680,58139,"86,652",46,1,1,"5,416",31,"1,10,712","3,571",3,5,152,0
681,135576,"78,165",57,3,2,"3,811",34,"1,01,514","2,986",2,4,156,0
682,125708,"1,25,105",69,3,2,156,31,"1,71,377","5,528",3,0,112,0
683,163545,"1,15,838",25,3,2,"4,054",31,"1,56,538","5,050",3,3,17,0
684,48457,"2,08,559",27,3,2,"7,300",32,"2,08,506","6,516",2,3,29,0
685,49183,"10,174",30,1,2,636,29,"63,585","2,193",1,5,59,0
686,89429,"2,02,741",64,2,2,"11,151",34,"2,20,881","6,496",1,4,64,0
687,180078,"45,454",40,2,2,"2,557",31,"1,24,600","4,019",2,5,24,0
688,61739,"1,86,348",30,3,2,"7,454",33,"2,58,817","7,843",2,3,126,0
689,122821,"2,518",49,3,2,54,33,"71,331","2,162",1,2,19,0
690,87096,"43,061",52,2,1,"2,045",32,"96,297","3,009",3,4,115,0
691,141485,"2,10,624",59,2,2,"13,954",28,"2,80,831","10,030",1,5,11,0
692,70036,"1,61,594",56,1,2,"8,888",35,"1,78,338","5,095",3,4,137,0
693,57363,"70,837",56,1,2,"4,516",33,"1,01,196","3,067",1,5,44,0
694,74991,"1,92,492",69,2,2,"4,090",28,"2,07,060","7,395",1,2,127,0
695,87769,"1,06,344",66,3,2,"2,792",32,"1,63,606","5,113",4,2,16,0
696,84381,"1,07,477",40,3,1,"4,971",35,"1,67,933","4,798",1,4,80,0
697,147476,"1,70,282",48,3,1,"3,618",30,"2,66,065","8,869",4,2,155,0
698,33138,"74,942",31,1,2,"3,653",29,"1,22,856","4,236",3,4,85,0
699,108753,"1,24,652",43,1,2,"7,012",33,"1,32,409","4,012",1,5,155,0
700,132249,"73,028",66,2,2,456,35,"1,10,649","3,161",4,4,9,0
701,168233,"1,77,987",26,2,2,"3,337",29,"2,87,077","9,899",3,5,128,0
702,52247,"1,49,884",30,1,1,"8,993",33,"1,20,160","3,641",5,5,67,0
703,155338,"13,901",67,1,1,712,33,"73,828","2,237",1,4,70,0
704,112218,"1,23,292",43,3,1,"4,623",34,"1,95,701","5,756",1,3,77,0
705,58568,"1,50,438",56,2,2,"6,582",34,"2,08,942","6,145",1,5,51,0
706,138810,"2,02,313",49,3,1,"4,552",28,"2,23,277","7,974",1,2,91,0
707,42256,"1,21,907",62,2,2,"4,419",35,"1,76,677","5,048",2,4,43,0
708,154948,"1,49,884",61,2,2,"3,560",28,"1,99,846","7,137",3,5,52,0
709,102160,"85,720",42,2,2,"5,679",34,"94,049","2,766",1,5,70,0
710,195191,"33,140",39,2,2,"1,450",33,"85,143","2,580",4,4,57,0
711,184134,"1,12,363",43,2,2,"5,759",33,"1,22,416","3,710",2,5,150,0
712,169005,"71,819",63,2,1,"4,040",29,"1,04,086","3,589",4,5,167,0
713,178250,"82,195",45,1,2,"4,418",30,"1,14,159","3,805",2,5,97,0
714,173281,"2,518",35,3,2,57,31,"75,610","2,439",3,2,49,0
715,124134,"1,40,063",42,1,2,"8,054",34,"1,48,780","4,376",2,5,91,0
716,180403,"1,84,207",65,3,2,"2,533",34,"2,00,688","5,903",1,1,145,0
717,143404,"1,87,506",53,2,1,"1,406",31,"2,50,008","8,065",1,4,130,0
718,84431,"1,98,234",48,1,1,"13,629",28,"2,54,146","9,077",4,6,86,0
719,54059,"1,31,904",69,2,1,"7,749",33,"1,43,705","4,355",4,5,86,0
720,39586,"1,24,626",44,3,2,"3,116",29,"1,32,382","4,565",1,2,175,0
721,136855,"95,969",40,2,2,"3,599",30,"1,37,099","4,570",1,5,185,0
722,40173,"1,68,620",65,3,2,"6,956",28,"2,13,443","7,623",2,3,173,0
723,62233,"41,702",54,1,1,"2,502",33,"88,594","2,685",4,5,98,0
724,152308,"1,06,571",29,3,2,932,28,"1,69,160","6,041",2,1,46,0
725,104940,"1,84,207",61,2,2,"10,592",34,"1,95,671","5,755",1,5,37,0
726,195108,"1,96,421",66,2,2,"9,576",35,"2,11,286","6,037",3,5,161,0
727,97091,"23,344",41,2,2,"1,226",33,"1,41,695","4,294",2,5,32,0
728,69144,"18,534",52,3,2,672,35,"1,12,500","3,214",3,3,96,0
729,50174,"35,960",48,3,2,180,35,"1,27,327","3,638",1,0,67,0
730,35299,"1,75,494",35,1,2,"11,846",31,"1,05,023","3,388",5,5,62,0
731,182689,"2,10,095",54,1,1,"12,606",29,"2,07,599","7,159",1,5,184,0
732,153996,"2,518",31,3,2,91,34,"71,331","2,098",2,3,80,0
733,63758,"32,082",66,3,2,"1,123",35,"71,744","2,050",3,3,20,0
734,59749,"1,60,964",65,2,1,"9,457",31,"2,29,949","7,418",1,5,98,0
735,91333,"90,354",39,3,2,"3,614",29,"96,637","3,332",1,3,55,0
736,130804,"76,503",29,2,2,"4,686",29,"1,23,393","4,255",1,5,120,0
737,117252,"1,59,252",42,2,2,"10,351",35,"2,18,153","6,233",1,5,48,0
738,88522,"67,312",39,3,2,"1,683",32,"96,160","3,005",2,2,190,1
739,60171,"1,09,693",42,3,1,"5,348",28,"1,17,995","4,214",1,4,28,1
740,136344,"16,746",40,2,2,"1,026",32,"94,871","2,965",1,5,144,1
741,32896,"1,38,754",39,3,2,"5,724",34,"2,16,803","6,377",3,3,114,1
742,67618,"1,13,622",33,3,2,"4,829",29,"1,20,693","4,162",4,3,133,1
743,47548,"9,468",36,3,2,12,32,"1,60,924","5,029",1,0,154,0
744,63035,"1,03,750",50,3,2,"4,798",32,"1,64,683","5,146",2,4,88,0
745,132398,"1,59,856",66,2,2,"7,393",33,"1,74,159","5,278",1,5,111,0
746,163832,"1,88,866",52,1,2,"9,915",34,"2,58,721","7,609",3,5,88,0
747,123069,"1,39,005",50,2,2,"5,908",29,"2,20,644","7,608",4,5,194,0
748,64772,"37,773",34,3,2,378,34,"1,03,546","3,045",4,1,155,0
749,90569,"42,608",58,2,2,"1,118",34,"1,09,721","3,227",4,2,125,0
750,92630,"93,375",64,3,2,"2,568",33,"1,27,437","3,862",3,2,186,0
751,55668,"11,962",46,2,2,209,33,"63,530","1,925",1,5,120,0
752,138349,"30,219",56,1,2,"1,926",28,"77,484","2,767",1,5,136,0
753,100292,"1,42,657",51,2,1,"8,024",29,"1,55,420","5,359",2,5,114,0
754,102076,"51,875",69,2,1,130,35,"1,29,688","3,705",5,4,172,0
755,42152,"1,42,657",68,3,2,713,29,"2,12,921","7,342",1,0,188,0
756,85541,"1,80,153",30,3,2,"6,981",35,"1,96,271","5,608",3,3,57,0
757,169889,"1,87,003",67,3,1,"8,181",33,"2,71,018","8,213",1,4,13,0
758,92959,"30,521",50,3,2,572,35,"86,454","2,470",2,2,97,0
759,63389,"78,971",32,1,2,"5,133",34,"1,03,910","3,056",1,5,87,0
760,137430,"82,195",54,1,1,"5,445",35,"1,04,337","2,981",4,5,46,0
761,196451,"1,69,854",54,2,2,"5,520",28,"1,80,424","6,444",2,5,98,0
762,87507,"1,48,273",50,3,2,"1,483",30,"2,43,070","8,102",1,1,160,0
763,96259,"93,174",51,2,2,"1,398",30,"1,00,200","3,340",3,5,48,0
764,170751,"87,584",26,2,2,"3,503",32,"1,22,012","3,813",1,5,93,0
765,170502,"18,156",53,1,2,999,28,"1,02,860","3,674",1,5,171,0
766,109654,"1,72,951",68,1,2,"8,864",31,"2,74,525","8,856",2,4,158,0
767,103152,"40,241",65,3,1,"1,911",28,"89,990","3,214",4,4,92,0
768,91228,"1,52,075",41,3,1,"4,182",34,"1,61,539","4,751",3,2,194,0
769,175177,"41,500",36,3,1,"1,712",31,"90,426","2,917",1,3,132,0
770,68916,"1,74,638",55,2,2,"11,788",29,"1,85,506","6,397",2,5,38,0
771,90014,"1,61,972",26,3,2,"2,025",31,"2,57,098","8,293",1,1,181,0
772,164374,"1,06,118",57,3,2,"1,194",29,"1,51,597","5,227",1,1,69,0
773,50097,"1,03,247",33,3,2,"1,807",29,"1,72,078","5,934",2,1,47,0
774,154855,"52,631",49,3,2,"2,500",29,"1,42,245","4,905",2,4,108,0
775,101166,"94,106",32,2,2,"2,706",31,"1,31,098","4,229",1,5,55,0
776,49794,"61,067",40,3,2,"2,443",34,"79,719","2,345",4,3,136,0
777,71755,"1,23,292",66,3,2,925,31,"2,02,118","6,520",1,1,161,0
778,32061,"25,434",64,1,2,"1,335",33,"86,454","2,620",1,5,153,0
779,124198,"1,09,920",47,2,2,"3,985",31,"1,66,546","5,372",1,3,173,0
780,128471,"77,284",60,2,2,966,33,"1,15,349","3,495",1,5,149,0
781,77653,"1,81,311",42,2,1,"6,119",32,"2,55,368","7,980",1,3,133,0
782,154292,"4,684",69,3,1,176,28,"1,32,677","4,738",3,3,4,0
783,117893,"1,70,433",68,2,2,"2,556",35,"2,33,470","6,671",1,4,135,0
784,144156,"4,986",68,1,2,280,32,"2,11,854","6,620",1,5,135,0
785,76350,"53,865",62,2,2,"1,212",33,"1,38,114","4,185",1,5,153,0
786,157159,"9,267",44,3,2,70,34,"78,750","2,316",2,1,110,0
787,158498,"1,65,699",61,2,2,"8,492",33,"1,82,868","5,541",3,4,51,0
788,79679,"89,447",26,3,2,"4,361",30,"1,22,598","4,087",1,4,16,0
789,192124,"91,310",46,2,2,"1,598",31,"1,32,334","4,269",2,4,196,0
790,34557,"1,72,246",32,2,2,"7,536",33,"2,82,370","8,557",2,5,52,0
791,92631,"35,608",62,3,2,712,33,"94,559","2,865",1,2,97,0
792,90095,"21,304",28,1,2,"1,252",35,"1,13,150","3,233",3,5,34,0
793,157708,"1,19,615",29,1,2,"7,775",34,"1,73,355","5,099",1,5,38,0
794,91478,"1,04,279",33,3,1,"2,998",31,"62,405","2,013",5,2,132,0
795,92604,"68,647",36,1,2,"3,604",35,"72,919","2,083",1,5,168,0
796,115224,"1,18,155",50,3,1,"4,726",31,"1,61,856","5,221",1,3,8,0
797,105674,"64,869",57,3,2,"1,622",33,"66,014","2,000",2,2,82,0
798,94627,"1,54,115",32,3,2,"1,541",33,"1,63,706","4,961",1,1,63,0
799,184947,"1,13,521",51,3,2,0,29,"1,25,284","4,320",1,0,107,0
800,139541,"94,735",42,3,2,"3,908",28,"1,37,297","4,903",2,3,34,0
801,70304,"53,285",61,3,1,"1,399",28,"1,96,875","7,031",5,2,80,0
802,177686,"1,71,239",60,2,2,"6,207",34,"1,81,895","5,350",3,5,21,0
803,122517,"1,04,254",42,2,2,"5,995",29,"1,10,742","3,819",1,5,138,0
804,115996,"18,736",32,2,1,"1,124",31,"93,654","3,021",5,5,95,0
805,150652,"1,22,133",60,3,1,"2,595",33,"2,03,556","6,168",1,2,12,0
806,170174,"5,188",35,2,2,149,28,"73,471","2,624",1,5,112,0
807,177357,"1,01,182",66,3,1,"2,403",34,"1,07,479","3,161",1,2,82,0
808,91559,"1,78,315",33,3,2,"4,904",30,"2,58,427","8,614",3,1,77,0
809,86030,"69,352",64,2,2,"1,040",32,"89,369","2,793",4,5,79,0
810,59184,"1,38,703",47,1,2,"8,322",28,"1,80,134","6,433",1,2,13,0
811,168607,"1,08,283",52,3,2,"3,113",34,"1,66,590","4,900",4,3,109,0
812,112645,"54,847",26,2,2,"1,851",28,"1,56,705","5,597",4,2,84,0
813,90993,"81,338",58,1,2,"5,592",29,"1,03,468","3,568",1,6,100,0
814,193858,"1,22,159",25,2,2,"1,832",33,"1,69,665","5,141",2,5,128,0
815,191825,"1,06,369",65,3,2,"1,197",31,"1,68,840","5,446",1,1,95,0
816,170721,"97,606",55,1,2,"5,002",28,"1,06,339","3,798",1,4,98,0
817,33738,"1,61,594",54,3,2,"6,060",31,"2,09,862","6,770",1,3,108,0
818,65831,"77,284",48,3,2,"1,546",31,"1,05,476","3,402",3,2,117,0
819,166759,"93,778",29,1,1,"6,447",28,"1,28,535","4,591",1,6,89,0
820,95965,"2,15,282",27,2,1,"2,153",30,"2,37,589","7,920",1,1,73,0
821,77363,"51,875",48,3,2,"2,205",35,"1,29,688","3,705",2,3,117,0
822,135193,"1,03,952",55,1,1,"6,237",30,"1,44,378","4,813",2,5,93,0
823,49572,"1,85,013",34,3,2,"4,857",35,"2,56,963","7,342",3,2,9,0
824,188210,"1,45,200",66,3,2,"6,353",32,"1,58,191","4,943",1,4,152,0
825,50900,"49,181",54,1,2,"3,258",31,"1,29,610","4,181",4,5,121,0
826,90148,"90,656",59,3,2,340,30,"1,00,278","3,343",1,0,140,0
827,188393,"12,591",69,1,2,818,32,"76,427","2,388",2,5,105,0
828,93619,"1,28,807",63,1,2,"8,050",29,"1,86,676","6,437",1,5,74,0
829,181338,"1,26,465",65,3,2,"3,636",33,"1,88,753","5,720",2,2,112,0
830,196731,"23,117",34,2,2,289,28,"1,38,820","4,958",3,5,75,0
831,34836,"1,86,146",54,2,2,"3,490",32,"2,73,745","8,555",1,5,111,0
832,97129,"1,76,275",64,3,2,"8,153",28,"1,94,540","6,948",1,4,83,0
833,86230,"1,35,732",29,2,2,"2,715",32,"2,15,447","6,733",4,5,36,0
834,52880,"95,692",39,3,1,"1,914",29,"69,502","2,397",5,2,115,0
835,61298,"1,77,987",37,2,2,"6,007",34,"2,61,746","7,698",1,5,140,0
836,96762,"72,525",59,1,2,"3,989",30,"1,16,975","3,899",1,5,117,0
837,139212,"2,00,299",34,2,2,250,32,"1,97,920","6,185",1,5,188,0
838,68898,"7,404",68,3,2,74,30,"62,914","2,097",1,1,109,0
839,95760,"12,087",32,2,1,801,31,"60,422","1,949",1,5,192,0
840,81755,"1,59,554",53,1,2,"9,573",30,"2,18,567","7,286",2,5,17,0
841,178774,"1,55,626",25,3,2,"4,280",31,"2,22,322","7,172",1,2,21,0
842,48717,"24,679",29,2,2,401,32,"87,381","2,731",1,1,108,0
843,97438,"1,75,646",48,3,2,0,29,"2,28,111","7,866",4,0,93,0
844,168952,"85,720",66,1,2,"5,143",32,"90,868","2,840",1,5,45,0
845,193066,"39,486",57,3,1,"1,678",34,"1,59,782","4,699",2,3,38,0
846,88452,"1,20,723",37,3,2,"2,867",33,"1,72,462","5,226",1,2,94,0
847,85294,"1,40,214",33,2,2,"1,928",35,"1,84,492","5,271",2,5,196,0
848,136100,"55,955",28,3,1,"2,588",31,"60,355","1,947",1,4,200,0
849,75496,"2,12,688",58,3,2,"8,773",32,"2,20,414","6,888",1,3,152,0
850,90738,"1,94,532",68,3,2,"4,620",32,"2,99,280","9,353",2,2,127,0
851,194767,"1,63,684",61,2,1,"2,046",29,"1,80,645","6,229",1,1,124,0
852,98023,"1,13,521",36,2,2,"7,521",31,"1,80,192","5,813",3,5,32,0
853,120739,"11,710",36,3,2,395,32,"90,461","2,827",3,3,111,0
854,92028,"1,45,931",41,3,2,"5,108",28,"1,58,987","5,678",4,3,155,0
855,115110,"1,49,129",55,3,2,"5,220",28,"2,19,307","7,832",4,3,92,0
856,103482,"1,51,445",40,3,1,"4,354",32,"1,67,138","5,223",2,2,74,0
857,191398,"1,71,188",29,3,2,"6,420",32,"2,22,322","6,948",1,3,53,0
858,77281,"44,875",57,3,2,"2,188",30,"1,19,168","3,972",3,4,119,0
859,165091,"67,438",39,1,2,"4,468",34,"92,381","2,717",3,5,199,0
860,119453,"1,60,410",37,3,2,"3,208",28,"2,46,785","8,814",1,2,188,0
861,102906,"1,74,663",55,3,2,437,29,"1,92,762","6,647",2,0,115,0
862,100041,"7,555",26,1,2,378,30,"2,26,830","7,561",4,4,109,0
863,120196,"1,49,582",37,2,1,"8,601",32,"1,91,772","5,993",1,5,50,0
864,108814,"83,932",36,3,2,"2,413",33,"92,629","2,807",1,2,195,0
865,89903,"42,155",64,3,2,"1,792",35,"99,507","2,843",1,3,136,0
866,156349,"1,66,001",37,1,2,"9,338",31,"2,47,762","7,992",1,5,198,0
867,44682,"75,723",41,2,2,"3,313",33,"1,24,136","3,762",3,4,112,0
868,93210,"1,85,643",28,1,2,"12,531",32,"2,44,267","7,633",2,5,52,0
869,182422,"7,404",44,2,2,342,28,"69,905","2,497",2,4,196,0
870,133565,"27,801",51,3,1,417,31,"1,12,500","3,629",1,1,17,0
871,177318,"94,735",45,3,2,"2,013",30,"1,29,293","4,310",3,2,174,0
872,169779,"1,78,793",26,3,2,"2,905",29,"2,35,254","8,112",3,1,176,0
873,164402,"1,79,801",30,3,1,"7,866",31,"1,93,408","6,239",3,4,120,0
874,102575,"1,83,830",50,1,2,"12,409",34,"2,48,419","7,306",1,5,24,0
875,36505,"1,53,107",57,3,2,"5,742",32,"1,62,636","5,082",1,3,62,0
876,63205,"1,44,394",33,3,2,"1,444",29,"1,53,380","5,289",1,1,76,0
877,142117,"12,465",53,2,2,78,33,"66,205","2,006",4,5,132,0
878,173436,"1,70,962",55,3,2,"7,907",30,"2,27,949","7,598",1,4,197,0
879,54400,"1,10,046",27,2,2,"3,301",28,"1,18,374","4,228",4,4,21,0
880,111078,"40,669",33,1,2,"2,745",29,"1,12,970","3,896",1,5,39,0
881,82184,"43,238",58,2,2,865,29,"1,14,821","3,959",1,5,171,0
882,33977,"1,12,186",44,3,2,"1,122",32,"1,22,224","3,819",3,1,98,0
883,176134,"94,735",56,3,2,"3,316",33,"1,33,900","4,058",1,3,150,0
884,52625,"1,75,646",43,3,2,"2,415",29,"2,92,743","10,095",2,1,76,0
885,70843,"1,46,762",40,2,2,"3,486",28,"1,59,892","5,710",2,5,122,0
886,87879,"61,067",61,3,1,611,34,"1,01,778","2,993",3,1,69,0
887,198155,"1,49,003",66,1,2,"9,871",33,"2,01,355","6,102",2,5,8,0
888,43903,"1,83,830",65,2,2,"2,757",32,"1,97,742","6,179",2,5,35,0
889,40596,"9,569",65,3,2,215,35,"1,43,659","4,105",3,2,120,0
890,174544,"1,10,449",58,3,2,"5,246",33,"1,43,440","4,347",1,4,128,0
891,64872,"1,55,223",69,2,2,"1,358",30,"2,58,705","8,623",3,5,22,0
892,175253,"44,094",44,3,2,"1,598",34,"1,01,271","2,979",2,3,97,0
893,143836,"1,42,027",55,1,2,"7,456",30,"1,89,370","6,312",1,5,187,0
894,145157,"30,521",50,1,2,"1,946",30,"73,161","2,439",4,5,60,0
895,104522,"1,16,719",34,2,2,"2,334",29,"1,76,847","6,098",3,5,1,0
896,76993,"1,15,989",44,2,2,"1,740",31,"1,93,315","6,236",2,5,198,0
897,75887,"63,585",33,2,2,715,34,"65,895","1,938",1,5,152,0
898,136300,"81,389",48,2,2,"1,323",35,"88,670","2,533",2,5,172,0
899,175721,"39,813",69,1,2,"2,389",33,"1,13,751","3,447",1,5,31,0
900,36732,"1,14,831",30,3,2,"4,163",28,"1,73,986","6,214",2,3,75,0
901,81379,"1,17,223",31,3,2,"3,663",30,"1,58,409","5,280",3,3,118,0
902,52895,"1,41,272",32,2,2,"8,123",32,"2,10,854","6,589",2,5,191,0
903,95733,"35,885",44,2,2,763,32,"92,407","2,888",1,5,131,0
904,143581,"1,30,192",25,3,1,"1,465",30,"79,594","2,653",5,1,41,0
905,175353,"41,702",42,3,2,"1,043",29,"1,26,989","4,379",3,2,108,0
906,123699,"10,073",47,1,2,642,28,"77,816","2,779",1,5,59,0
907,181417,"42,810",36,3,2,535,33,"1,10,240","3,341",2,1,39,0
908,165997,"1,45,200",48,2,1,"1,634",34,"1,23,389","3,629",5,1,40,0
909,140124,"1,38,754",56,2,2,"8,325",28,"1,95,428","6,980",3,5,162,0
910,54464,"1,60,964",58,1,2,"7,847",28,"2,55,499","9,125",1,4,133,0
911,186201,"1,59,856",35,2,2,"1,798",29,"2,62,059","9,037",2,5,25,0
912,51088,"1,32,962",32,1,2,"7,313",35,"1,43,024","4,086",3,4,17,0
913,129710,"48,803",33,1,2,"3,233",28,"1,25,673","4,488",4,5,176,0
914,134274,"1,38,754",47,3,2,"4,683",31,"2,04,049","6,582",1,3,195,0
915,132388,"27,423",44,2,2,"1,508",28,"68,541","2,448",1,4,170,0
916,45304,"2,13,192",68,2,2,"9,061",34,"2,23,664","6,578",1,3,65,0
917,69930,"37,395",36,3,2,701,35,"93,489","2,671",1,2,118,0
918,96362,"51,523",42,3,2,"1,417",32,"67,221","2,101",1,2,146,0
919,92497,"1,01,182",30,2,2,"4,174",30,"1,55,664","5,189",4,4,6,0
920,114629,"1,56,129",37,3,2,"3,708",30,"2,08,172","6,939",1,2,40,0
921,163238,"1,38,703",56,3,2,"6,068",32,"1,80,134","5,629",2,4,40,0
922,67653,"15,109",29,3,2,227,32,"80,248","2,508",2,1,150,0
923,154577,"18,156",62,2,1,91,35,"1,18,685","3,391",1,5,194,0
924,67273,"35,507",39,1,2,"2,042",32,"1,25,722","3,929",1,5,163,0
925,82423,"82,195",62,3,2,"3,699",31,"1,19,123","3,843",1,4,57,0
926,130508,"1,28,429",47,2,2,"2,087",30,"1,39,919","4,664",1,5,21,0
927,156795,"69,377",67,1,2,"3,729",33,"73,279","2,221",2,4,7,0
928,75951,"14,052",42,2,2,562,31,"85,292","2,751",3,3,95,0
929,112990,"1,32,559",48,3,2,"2,651",34,"1,46,294","4,303",3,2,52,0
930,132295,"1,56,910",62,3,2,"3,334",34,"2,06,461","6,072",1,2,198,0
931,87605,"1,11,532",41,2,2,"6,692",29,"1,77,035","6,105",3,5,167,0
932,102098,"1,04,153",44,2,2,"6,640",33,"1,57,808","4,782",2,5,82,0
933,110038,"21,757",40,2,2,571,31,"1,42,224","4,588",1,5,188,0
934,94459,"84,612",55,1,2,"4,442",30,"1,17,872","3,929",1,5,52,0
935,143957,"1,15,838",43,3,2,724,29,"1,72,892","5,962",1,1,66,0
936,33685,"1,35,379",36,2,2,"1,523",34,"1,45,625","4,283",3,5,34,0
937,71949,"85,216",28,3,2,639,31,"1,09,721","3,539",1,1,16,0
938,116555,"45,328",51,3,2,"2,210",34,"1,55,129","4,563",3,4,129,0
939,124940,"63,232",58,3,2,"2,608",34,"65,529","1,927",4,3,124,0
940,124639,"1,13,320",27,3,2,"3,116",33,"1,25,062","3,790",1,2,7,0
941,142801,"1,30,998",54,3,2,"6,059",30,"2,07,933","6,931",3,4,3,0
942,146236,"88,138",50,3,2,"3,636",29,"1,17,517","4,052",1,3,20,0
943,80540,"1,01,786",45,3,2,127,35,"1,30,495","3,728",1,0,86,0
944,90416,"1,17,097",57,3,2,"1,756",28,"1,25,959","4,499",1,1,147,0
945,158728,"1,15,838",32,3,2,"1,014",33,"1,23,047","3,729",1,1,73,0
946,181897,"1,56,230",52,3,2,"3,710",32,"1,65,953","5,186",3,2,180,0
947,189584,"12,717",43,1,2,763,34,"90,056","2,649",3,5,145,0
948,183686,"71,568",44,3,2,626,31,"91,039","2,937",2,1,4,0
949,61512,"4,00,647",25,2,2,"3,506",32,"5,56,454","17,389",2,5,103,0
950,59989,"1,41,272",49,3,2,"6,887",32,"1,53,911","4,810",3,4,45,0
951,172323,"1,00,149",58,3,1,"1,502",31,"1,06,382","3,432",1,1,59,0
952,104290,"30,823",62,3,2,77,30,"79,372","2,646",2,0,20,0
953,70084,"68,395",69,2,2,256,32,"87,003","2,719",2,5,147,0
954,38359,"1,44,394",51,3,2,0,32,"1,59,356","4,980",3,0,112,0
955,81427,"1,13,521",33,3,2,"1,987",34,"1,83,099","5,385",3,1,169,0
956,192762,"7,252",43,3,2,354,35,"3,08,152","8,804",2,4,64,0
957,117867,"70,510",67,3,2,970,29,"88,408","3,049",4,1,181,0
958,114615,"86,375",37,3,2,"3,131",35,"1,41,598","4,046",3,3,116,0
959,39830,"1,36,361",67,3,2,"2,386",32,"1,48,561","4,643",4,1,16,0
960,115942,"88,188",48,2,2,"3,748",33,"2,26,123","6,852",5,5,122,0
961,55352,"11,836",67,3,1,399,32,"91,434","2,857",1,3,27,0
962,80577,"1,73,782",27,2,1,"2,824",29,"1,86,934","6,446",1,4,190,0
963,121600,"1,31,904",31,3,2,"2,638",33,"1,80,691","5,475",2,2,9,0
964,101559,"1,49,582",34,1,2,"10,097",28,"2,37,432","8,480",2,5,143,0
965,64121,"1,77,987",51,3,1,"8,677",28,"2,78,105","9,932",4,4,126,0
966,67969,"35,129",44,2,2,527,29,"99,507","3,431",1,1,106,0
967,197142,"1,10,801",55,3,1,"2,770",32,"1,62,943","5,092",2,2,75,0
968,194481,"1,17,097",61,3,2,293,35,"1,52,074","4,345",1,0,184,0
969,121946,"2,00,299",56,3,2,"2,003",29,"1,93,422","6,670",1,1,85,0
970,51505,"76,554",48,1,2,"3,732",33,"97,381","2,951",1,4,63,0
971,85527,"1,05,035",64,3,2,"4,070",32,"1,15,918","3,622",1,3,179,0
972,84971,"1,15,989",52,1,2,"7,539",29,"1,61,096","5,555",1,5,183,0
973,157891,"1,97,126",65,3,2,493,28,"2,77,642","9,916",4,0,81,0
974,48599,"1,13,521",26,3,2,"1,987",33,"1,25,284","3,796",2,1,50,0
975,147616,"1,81,311",40,1,2,"9,972",32,"2,00,099","6,253",1,5,98,0
976,50828,"1,94,457",26,2,2,"6,077",33,"2,99,164","9,066",4,3,16,0
977,41016,"1,90,025",48,3,2,"2,850",33,"2,09,715","6,355",1,1,27,0
978,103053,"19,138",35,1,2,957,35,"1,16,168","3,319",1,4,9,0
979,130477,"1,91,384",60,3,1,"5,024",29,"1,80,706","6,231",5,2,164,0
980,169773,"1,81,815",64,3,1,"1,818",31,"2,52,521","8,146",4,1,139,0
981,164226,"66,783",48,2,2,"4,424",30,"95,404","3,180",1,5,105,0
982,35346,"78,065",69,2,2,"2,830",29,"1,13,137","3,901",1,5,11,0
983,117739,"1,64,389",53,2,2,"6,165",31,"2,52,906","8,158",2,5,51,0
984,80420,"34,550",69,3,2,"1,209",34,"83,886","2,467",2,3,145,0
985,135135,"1,45,200",33,1,2,"8,894",33,"2,26,875","6,875",1,5,116,0
986,131314,"1,52,906",55,3,2,"5,734",30,"2,50,666","8,356",3,3,35,0
987,98896,"40,241",59,3,2,402,32,"1,13,988","3,562",3,1,121,0
988,49635,"1,24,400",31,3,2,"2,643",31,"1,35,530","4,372",1,2,159,0
989,101567,"1,91,938",33,1,1,"12,716",28,"2,95,290","10,546",1,5,162,0
990,50955,"38,906",43,1,1,"2,529",33,"1,43,748","4,356",5,5,15,0
991,82469,"68,647",52,3,2,343,34,"68,629","2,019",3,0,43,0
992,70343,"61,545",56,2,1,154,32,"96,164","3,005",2,4,58,0
993,103430,"88,037",28,3,2,770,30,"1,20,151","4,005",3,1,96,0
994,108728,"1,24,626",53,3,1,"2,025",29,"1,97,820","6,821",2,1,182,0
995,83601,"48,325",57,2,2,"3,202",32,"1,78,546","5,580",1,5,167,0
996,178784,"56,181",47,3,2,"2,317",33,"82,620","2,504",3,3,161,0
